"","sampleID","GSM","bs1","bs2","bs3","IP","species","type"
"6724",56959,"GSM1846784","HeLa","Epithelium","Cervix","H3K4me3","human","histone"
"6725",56975,"GSM1846800","HeLa","Epithelium","Cervix","H3K4me3","human","histone"
"6726",56979,"GSM1846804","HeLa","Epithelium","Cervix","H3K4me3","human","histone"
"6727",56988,"GSM1849548","H2009","None","Lung","H3K27ac","human","histone"
"6728",56989,"GSM1849549","H2009","None","Lung","H3K27ac","human","histone"
"6729",56990,"GSM1849550","H2009","None","Lung","H3K27ac","human","histone"
"6730",56992,"GSM1853821","HEK293","Epithelium","Embryonic Kidney","H3K4me3","human","histone"
"6731",56993,"GSM1853822","HEK293","Epithelium","Embryonic Kidney","H3K4me3","human","histone"
"6732",56994,"GSM1853823","HEK293","Epithelium","Embryonic Kidney","H3K4me3","human","histone"
"6733",56995,"GSM1853824","HEK293","Epithelium","Embryonic Kidney","H3K4me3","human","histone"
"6734",57009,"GSM1857482","None","Cancer stem cell","None","H3K4me1","human","histone"
"6735",57010,"GSM1861007","None","Plasmablast","None","H3K4me1","human","histone"
"6736",57011,"GSM1861008","None","Plasmablast","None","H3K27ac","human","histone"
"6737",57013,"GSM1861010","None","Plasmablast","None","H3K4me1","human","histone"
"6738",57014,"GSM1861011","None","Plasmablast","None","H3K27ac","human","histone"
"6739",57018,"GSM1866052","None","None","Prefrontal","H3K27ac","human","histone"
"6740",57019,"GSM1866053","None","None","Prefrontal","H3K4me3","human","histone"
"6741",57021,"GSM1866055","None","None","Hippocampus","H3K27ac","human","histone"
"6742",57022,"GSM1866056","None","None","Hippocampus","H3K4me3","human","histone"
"6743",57024,"GSM1866060","None","None","Brain","H3K27ac","human","histone"
"6744",57026,"GSM1866062","None","None","Brain","H3K27ac","human","histone"
"6745",57028,"GSM1866064","None","None","Brain","H3K27ac","human","histone"
"6746",57030,"GSM1866066","None","None","Brain","H3K27ac","human","histone"
"6747",57032,"GSM1866068","None","None","Brain","H3K27ac","human","histone"
"6748",57034,"GSM1866070","None","None","Brain","H3K27ac","human","histone"
"6749",57036,"GSM1866072","None","None","Brain","H3K27ac","human","histone"
"6750",57038,"GSM1866074","None","None","Brain","H3K27ac","human","histone"
"6751",57040,"GSM1866076","None","None","Brain","H3K27ac","human","histone"
"6752",57042,"GSM1866078","None","None","Brain","H3K27ac","human","histone"
"6753",57044,"GSM1866080","None","None","Brain","H3K27ac","human","histone"
"6754",57046,"GSM1866082","None","None","Brain","H3K27ac","human","histone"
"6755",57048,"GSM1866084","None","None","Brain","H3K27ac","human","histone"
"6756",57049,"GSM1866085","None","None","Brain","H3K4me1","human","histone"
"6757",57050,"GSM1866086","None","None","Brain","H3K4me3","human","histone"
"6758",57052,"GSM1866088","None","None","Brain","H3K27ac","human","histone"
"6759",57054,"GSM1866090","None","None","Brain","H3K27ac","human","histone"
"6760",57055,"GSM1866091","None","None","Brain","H3K4me1","human","histone"
"6761",57056,"GSM1866092","None","None","Brain","H3K4me3","human","histone"
"6762",57058,"GSM1866094","None","None","Brain","H3K27ac","human","histone"
"6763",57059,"GSM1866095","None","None","Brain","H3K4me1","human","histone"
"6764",57060,"GSM1866096","None","None","Brain","H3K4me3","human","histone"
"6765",57062,"GSM1866098","None","None","Brain","H3K27ac","human","histone"
"6766",57063,"GSM1866099","None","None","Brain","H3K4me1","human","histone"
"6767",57064,"GSM1866100","None","None","Brain","H3K4me3","human","histone"
"6768",57066,"GSM1866116","None","None","Brain","H3K4me1","human","histone"
"6769",57067,"GSM1866117","None","None","Brain","H3K4me3","human","histone"
"6770",57068,"GSM1866118","None","None","Brain","H3K4me1","human","histone"
"6771",57069,"GSM1866119","None","None","Brain","H3K4me3","human","histone"
"6772",57070,"GSM1866120","None","None","Brain","H3K4me3","human","histone"
"6773",57071,"GSM1866121","None","None","Brain","H3K4me3","human","histone"
"6774",57072,"GSM1866122","None","None","Brain","H3K4me1","human","histone"
"6775",57073,"GSM1866123","None","None","Brain","H3K4me1","human","histone"
"6776",57074,"GSM1866124","None","None","Brain","H3K4me1","human","histone"
"6777",57075,"GSM1866125","None","None","Brain","H3K4me3","human","histone"
"6778",57076,"GSM1866126","None","None","Brain","H3K4me1","human","histone"
"6779",57077,"GSM1866127","None","None","Brain","H3K4me3","human","histone"
"6780",57078,"GSM1866128","None","None","Brain","H3K4me1","human","histone"
"6781",57079,"GSM1866129","None","None","Brain","H3K4me3","human","histone"
"6782",57080,"GSM1866130","None","None","Brain","H3K4me1","human","histone"
"6783",57081,"GSM1866131","None","None","Brain","H3K4me3","human","histone"
"6784",57082,"GSM1866132","None","None","Brain","H3K4me1","human","histone"
"6785",57083,"GSM1866133","None","None","Brain","H3K4me3","human","histone"
"6786",57084,"GSM1866134","None","None","Brain","H3K4me1","human","histone"
"6787",57085,"GSM1866135","None","None","Brain","H3K4me3","human","histone"
"6788",57086,"GSM1866136","None","None","Brain","H3K4me1","human","histone"
"6789",57087,"GSM1866137","None","None","Brain","H3K4me3","human","histone"
"6790",57094,"GSM1866699","HCT-116","Epithelium","Colon","H3K4me3","human","histone"
"6791",57095,"GSM1866700","HCT-116","Epithelium","Colon","H3K4me1","human","histone"
"6792",57096,"GSM1866701","HCT-116","Epithelium","Colon","H3K27ac","human","histone"
"6793",57149,"GSM1893223","None","Activated Treg","None","H3K27ac","human","histone"
"6794",57150,"GSM1893224","None","Activated Treg","None","H3K27ac","human","histone"
"6795",57151,"GSM1893225","None","Activated Treg","None","H3K27ac","human","histone"
"6796",57152,"GSM1893226","None","Activated Treg","None","H3K27ac","human","histone"
"6797",57153,"GSM1893227","None","Activated Treg","None","H3K27ac","human","histone"
"6798",57154,"GSM1893228","None","Activated Treg","None","H3K27ac","human","histone"
"6799",57155,"GSM1893229","None","Resting Treg","None","H3K27ac","human","histone"
"6800",57156,"GSM1893230","None","T Lymphocyte","None","H3K27ac","human","histone"
"6801",57157,"GSM1893231","None","T Lymphocyte","None","H3K27ac","human","histone"
"6802",57158,"GSM1893232","None","Activated Treg","None","H3K27ac","human","histone"
"6803",57159,"GSM1893233","None","Resting Treg","None","H3K27ac","human","histone"
"6804",57160,"GSM1893234","None","T Lymphocyte","None","H3K27ac","human","histone"
"6805",57161,"GSM1893235","None","T Lymphocyte","None","H3K27ac","human","histone"
"6806",57162,"GSM1893236","None","Resting Treg","None","H3K27ac","human","histone"
"6807",57163,"GSM1893237","None","Resting Treg","None","H3K27ac","human","histone"
"6808",57164,"GSM1893238","None","T Lymphocyte","None","H3K27ac","human","histone"
"6809",57310,"GSM1918420","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6810",57311,"GSM1918421","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6811",57312,"GSM1918422","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6812",57315,"GSM1918425","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6813",57316,"GSM1918426","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6814",57317,"GSM1918427","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6815",57320,"GSM1918430","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6816",57322,"GSM1918432","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6817",57325,"GSM1918435","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6818",57326,"GSM1918436","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6819",57327,"GSM1918437","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6820",57328,"GSM1918438","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6821",57329,"GSM1918439","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6822",57330,"GSM1918440","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6823",57331,"GSM1918441","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6824",57332,"GSM1918442","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6825",57333,"GSM1918443","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6826",57334,"GSM1918444","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6827",57335,"GSM1918445","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6828",57336,"GSM1918446","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6829",57337,"GSM1918447","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6830",57338,"GSM1918448","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6831",57339,"GSM1918449","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6832",57340,"GSM1918450","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6833",57341,"GSM1918451","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6834",57342,"GSM1918452","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6835",57343,"GSM1918453","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6836",57344,"GSM1918454","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6837",57346,"GSM1918456","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6838",57347,"GSM1918457","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6839",57349,"GSM1918459","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6840",57350,"GSM1918460","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6841",57352,"GSM1918462","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6842",57353,"GSM1918463","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6843",57354,"GSM1918464","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6844",57355,"GSM1918465","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6845",57356,"GSM1918466","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6846",57357,"GSM1918467","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6847",57358,"GSM1918468","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6848",57359,"GSM1918469","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6849",57360,"GSM1918470","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6850",57361,"GSM1918471","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6851",57362,"GSM1918472","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6852",57363,"GSM1918473","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6853",57364,"GSM1918474","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6854",57365,"GSM1918475","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6855",57366,"GSM1918476","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6856",57367,"GSM1918477","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6857",57368,"GSM1918478","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6858",57369,"GSM1918479","K562","Erythroblast","Bone Marrow","H3K27ac","human","histone"
"6859",57370,"GSM1918480","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6860",57373,"GSM1918483","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6861",57374,"GSM1918484","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6862",57376,"GSM1918486","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6863",57377,"GSM1918487","K562","Erythroblast","Bone Marrow","H3K27me3","human","histone"
"6864",57379,"GSM1918489","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6865",57380,"GSM1918490","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6866",57381,"GSM1918491","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6867",57382,"GSM1918492","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6868",57383,"GSM1918493","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6869",57384,"GSM1918494","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6870",57385,"GSM1918495","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6871",57386,"GSM1918496","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6872",57387,"GSM1918497","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6873",57388,"GSM1918498","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6874",57389,"GSM1918499","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6875",57390,"GSM1918500","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6876",57391,"GSM1918501","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6877",57392,"GSM1918502","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6878",57393,"GSM1918503","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6879",57394,"GSM1918504","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6880",57395,"GSM1918505","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6881",57396,"GSM1918506","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6882",57397,"GSM1918507","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6883",57398,"GSM1918508","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6884",57399,"GSM1918509","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6885",57400,"GSM1918510","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6886",57401,"GSM1918511","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6887",57402,"GSM1918512","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6888",57403,"GSM1918513","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6889",57404,"GSM1918514","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6890",57405,"GSM1918515","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6891",57406,"GSM1918516","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6892",57407,"GSM1918517","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6893",57408,"GSM1918518","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6894",57409,"GSM1918519","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6895",57410,"GSM1918520","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6896",57411,"GSM1918521","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6897",57412,"GSM1918522","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6898",57413,"GSM1918523","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6899",57414,"GSM1918524","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6900",57415,"GSM1918525","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6901",57416,"GSM1918526","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6902",57417,"GSM1918527","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6903",57418,"GSM1918528","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6904",57419,"GSM1918529","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6905",57420,"GSM1918530","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6906",57421,"GSM1918531","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6907",57422,"GSM1918532","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6908",57423,"GSM1918533","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6909",57424,"GSM1918534","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6910",57425,"GSM1918535","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6911",57426,"GSM1918536","K562","Erythroblast","Bone Marrow","H3K4me3","human","histone"
"6912",57427,"GSM1918537","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6913",57428,"GSM1918538","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6914",57429,"GSM1918539","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6915",57430,"GSM1918540","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6916",57431,"GSM1918541","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6917",57432,"GSM1918542","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6918",57433,"GSM1918543","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6919",57434,"GSM1918544","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6920",57435,"GSM1918545","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6921",57436,"GSM1918546","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6922",57437,"GSM1918547","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6923",57438,"GSM1918548","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6924",57439,"GSM1918549","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6925",57440,"GSM1918550","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6926",57441,"GSM1918551","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6927",57442,"GSM1918552","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6928",57443,"GSM1918553","K562","Erythroblast","Bone Marrow","H3","human","histone"
"6929",57444,"GSM1918554","K562","Erythroblast","Bone Marrow","H3","human","histone"
